base_id;category;base_name;unit;price;dealer_price;weight_kg;qty_per_cycle;mold_id;gost_mark;article;mix_main_tpl;mix_face_tpl;item_type;amortization_per_cycle;new_name;new_price;new_dealer_price;new_article;default_warehouse_id
286;Плитка гладкая;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Красная;кв.м;1140.00;1350.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-286;main_tile_60;face_smooth_red;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Красная 2 сорт;570.0;675.0;PL-2862S;5
291;Плитка гладкая;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Оранжевая;кв.м;1150.00;1440.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-291;main_tile_60;face_smooth_orange;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Оранжевая 2 сорт;575.0;720.0;PL-2912S;5
288;Плитка гладкая;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Черная;кв.м;1140.00;1350.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-288;main_tile_60;face_smooth_black;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гладкая Черная 2 сорт;570.0;675.0;PL-2882S;5
385;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Белая;кв.м;1650.00;2205.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-385;main_tile_80;face_smooth_white;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Белая 2 сорт;825.0;1102.5;PL-3852S;5
386;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Желтая;кв.м;1700.00;2295.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-386;main_tile_80;face_smooth_yellow;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Желтая 2 сорт;850.0;1147.5;PL-3862S;5
382;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Красная;кв.м;1600.00;2160.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-382;main_tile_80;face_smooth_red;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Красная 2 сорт;800.0;1080.0;PL-3822S;5
387;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Оранжевая;кв.м;1700.00;2295.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-387;main_tile_80;face_smooth_orange;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Оранжевая 2 сорт;850.0;1147.5;PL-3872S;5
381;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Серая;кв.м;1450.00;2385.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-381;main_tile_80;face_smooth_grey;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Серая 2 сорт;725.0;1192.5;PL-3812S;5
384;Плитка гладкая;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Черная;кв.м;1600.00;2160.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-384;main_tile_80;face_smooth_black;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гладкая Черная 2 сорт;800.0;1080.0;PL-3842S;5
409;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Белая;кв.м;1650.00;2205.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-409;main_tile_80;face_smooth_white;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Белая 2 сорт;825.0;1102.5;PL-4092S;5
410;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Желтая;кв.м;1700.00;2295.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-410;main_tile_80;face_smooth_yellow;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Желтая 2 сорт;850.0;1147.5;PL-4102S;5
407;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Коричневая;кв.м;1600.00;2160.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-407;main_tile_80;face_smooth_brown;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Коричневая 2 сорт;800.0;1080.0;PL-4072S;5
406;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Красная;кв.м;1600.00;2160.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-406;main_tile_80;face_smooth_red;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Красная 2 сорт;800.0;1080.0;PL-4062S;5
411;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Оранжевая;кв.м;1700.00;2295.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-411;main_tile_80;face_smooth_orange;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Оранжевая 2 сорт;850.0;1147.5;PL-4112S;5
408;Плитка гладкая;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Черная;кв.м;1600.00;2160.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-408;main_tile_80;face_smooth_black;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гладкая Черная 2 сорт;800.0;1080.0;PL-4082S;5
167;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Коричневая;кв.м;950.00;1350.00;90.280000;0.8000;10;ТУ 23.61.11-001-50829991-2023;PL-167;main_tile_40;face_smooth_brown;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Коричневая 2 сорт;475.0;675.0;PL-1672S;5
166;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Красная;кв.м;950.00;1350.00;90.280000;0.8000;10;ТУ 23.61.11-001-50829991-2023;PL-166;main_tile_40;face_smooth_red;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Красная 2 сорт;475.0;675.0;PL-1662S;5
171;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Оранжевая;кв.м;960.00;1485.00;90.280000;0.8000;10;ТУ 23.61.11-001-50829991-2023;PL-171;main_tile_40;face_smooth_orange;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гладкая Оранжевая 2 сорт;480.0;742.5;PL-1712S;5
191;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Коричневая;кв.м;1100.00;1350.00;135.160000;0.8000;11;ТУ 23.61.11-001-50829991-2023;PL-191;main_tile_60;face_smooth_brown;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Коричневая 2 сорт;550.0;675.0;PL-1912S;5
190;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Красная;кв.м;1100.00;1350.00;135.160000;0.8000;11;ТУ 23.61.11-001-50829991-2023;PL-190;main_tile_60;face_smooth_red;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Красная 2 сорт;550.0;675.0;PL-1902S;5
195;Плитка гладкая;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Оранжевая;кв.м;1110.00;1485.00;135.160000;0.8000;11;ТУ 23.61.11-001-50829991-2023;PL-195;main_tile_60;face_smooth_orange;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.6 60мм Гладкая Оранжевая 2 сорт;555.0;742.5;PL-1952S;5
313;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Белая;кв.м;1100.00;2205.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-313;main_tile_40;face_smooth_white;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Белая 2 сорт;550.0;1102.5;PL-3132S;5
314;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Желтая;кв.м;1110.00;2295.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-314;main_tile_40;face_smooth_yellow;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Желтая 2 сорт;555.0;1147.5;PL-3142S;5
311;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Коричневая;кв.м;1010.00;2160.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-311;main_tile_40;face_smooth_brown;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Коричневая 2 сорт;505.0;1080.0;PL-3112S;5
310;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Красная;кв.м;1010.00;2160.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-310;main_tile_40;face_smooth_red;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Красная 2 сорт;505.0;1080.0;PL-3102S;5
315;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Оранжевая;кв.м;1110.00;2295.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-315;main_tile_40;face_smooth_orange;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Оранжевая 2 сорт;555.0;1147.5;PL-3152S;5
309;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Серая;кв.м;870.00;2385.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-309;main_tile_40;face_smooth_grey;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Серая 2 сорт;435.0;1192.5;PL-3092S;5
312;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Черная;кв.м;1010.00;2160.00;88.890000;0.7500;12;ТУ 23.61.11-001-50829991-2023;PL-312;main_tile_40;face_smooth_black;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.4 40мм Гладкая Черная 2 сорт;505.0;1080.0;PL-3122S;5
337;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Белая;кв.м;1140.00;2205.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-337;main_tile_60;face_smooth_white;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Белая 2 сорт;570.0;1102.5;PL-3372S;5
338;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Желтая;кв.м;1150.00;2295.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-338;main_tile_60;face_smooth_yellow;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Желтая 2 сорт;575.0;1147.5;PL-3382S;5
335;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Коричневая;кв.м;1140.00;2160.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-335;main_tile_60;face_smooth_brown;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Коричневая 2 сорт;570.0;1080.0;PL-3352S;5
334;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Красная;кв.м;1140.00;2160.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-334;main_tile_60;face_smooth_red;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Красная 2 сорт;570.0;1080.0;PL-3342S;5
339;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Оранжевая;кв.м;1150.00;2295.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-339;main_tile_60;face_smooth_orange;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Оранжевая 2 сорт;575.0;1147.5;PL-3392S;5
333;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Серая;кв.м;1040.00;2385.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-333;main_tile_60;face_smooth_grey;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Серая 2 сорт;520.0;1192.5;PL-3332S;5
336;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Черная;кв.м;1140.00;2160.00;104.170000;0.7500;13;ТУ 23.61.11-001-50829991-2023;PL-336;main_tile_60;face_smooth_black;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.6 60мм Гладкая Черная 2 сорт;570.0;1080.0;PL-3362S;5
361;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Белая;кв.м;1650.00;2205.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-361;main_tile_80;face_smooth_white;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Белая 2 сорт;825.0;1102.5;PL-3612S;5
362;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Желтая;кв.м;1700.00;2295.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-362;main_tile_80;face_smooth_yellow;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Желтая 2 сорт;850.0;1147.5;PL-3622S;5
359;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Коричневая;кв.м;1600.00;2160.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-359;main_tile_80;face_smooth_brown;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Коричневая 2 сорт;800.0;1080.0;PL-3592S;5
358;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Красная;кв.м;1600.00;2160.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-358;main_tile_80;face_smooth_red;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Красная 2 сорт;800.0;1080.0;PL-3582S;5
363;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Оранжевая;кв.м;1700.00;2295.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-363;main_tile_80;face_smooth_orange;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Оранжевая 2 сорт;850.0;1147.5;PL-3632S;5
360;Плитка гладкая;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Черная;кв.м;1600.00;2160.00;151.110000;0.7500;14;ТУ 23.61.11-001-50829991-2023;PL-360;main_tile_80;face_smooth_black;product;0.00;Тротуарная плитка СИТИ-МИКС - 1.СМ.8 80мм Гладкая Черная 2 сорт;800.0;1080.0;PL-3602S;5
554;Плитка гладкая;Тротуарная плитка УРИКО -  2.У.6 60мм Гладкая Белая;кв.м;1140.00;0.00;0.000000;1.0000;;;2U6-GB;main_tile_60;face_smooth_white;product;0.00;Тротуарная плитка УРИКО -  2.У.6 60мм Гладкая Белая 2 сорт;570.0;0.0;2U6-GB2S;5
555;Плитка гладкая;Тротуарная плитка УРИКО -  2.У.6 60мм Меланж Гладкая Осень;кв.м;1550.00;0.00;0.000000;1.0000;;;2U6-MGO;main_tile_60;face_mel_sm_autumn;product;0.00;Тротуарная плитка УРИКО -  2.У.6 60мм Меланж Гладкая Осень 2 сорт;775.0;0.0;2U6-MGO2S;5
230;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Желтая;кв.м;1450.00;1485.00;90.280000;0.8000;8;ТУ 23.61.11-001-50829991-2023;PL-230;main_tile_40;face_granite_yellow;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Желтая 2 сорт;725.0;742.5;PL-2302S;5
227;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Коричневая;кв.м;1350.00;1350.00;90.280000;0.8000;8;ТУ 23.61.11-001-50829991-2023;PL-227;main_tile_40;face_granite_brown;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Коричневая 2 сорт;675.0;675.0;PL-2272S;5
226;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Красная;кв.м;1350.00;1350.00;90.280000;0.8000;8;ТУ 23.61.11-001-50829991-2023;PL-226;main_tile_40;face_granite_red;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Красная 2 сорт;675.0;675.0;PL-2262S;5
231;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Оранжевая;кв.м;1450.00;1485.00;90.280000;0.8000;8;ТУ 23.61.11-001-50829991-2023;PL-231;main_tile_40;face_granite_orange;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Оранжевая 2 сорт;725.0;742.5;PL-2312S;5
225;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Серая;кв.м;1150.00;1485.00;90.280000;0.8000;8;ТУ 23.61.11-001-50829991-2023;PL-225;main_tile_40;face_granite_grey;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.4 40мм Гранит Серая 2 сорт;575.0;742.5;PL-2252S;5
251;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Коричневая;кв.м;1500.00;1350.00;135.160000;0.8000;9;ТУ 23.61.11-001-50829991-2023;PL-251;main_tile_60;face_granite_brown;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Коричневая 2 сорт;750.0;675.0;PL-2512S;5
250;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Красная;кв.м;1500.00;1350.00;135.160000;0.8000;9;ТУ 23.61.11-001-50829991-2023;PL-250;main_tile_60;face_granite_red;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Красная 2 сорт;750.0;675.0;PL-2502S;5
255;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Оранжевая;кв.м;1650.00;1485.00;135.160000;0.8000;9;ТУ 23.61.11-001-50829991-2023;PL-255;main_tile_60;face_granite_orange;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Оранжевая 2 сорт;825.0;742.5;PL-2552S;5
252;Плитка гранитная;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Черная;кв.м;1050.00;1350.00;135.160000;0.8000;9;ТУ 23.61.11-001-50829991-2023;PL-252;main_tile_60;face_granite_black;product;0.00;Тротуарная плитка КВАДРАТ - 2.К.6 60мм Гранит Черная 2 сорт;525.0;675.0;PL-2522S;5
277;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Белая;кв.м;1400.00;1350.00;86.270000;0.7000;15;ТУ 23.61.11-001-50829991-2023;PL-277;main_tile_40;face_granite_white;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Белая 2 сорт;700.0;675.0;PL-2772S;5
278;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Желтая;кв.м;1450.00;1440.00;86.270000;0.7000;15;ТУ 23.61.11-001-50829991-2023;PL-278;main_tile_40;face_granite_yellow;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Желтая 2 сорт;725.0;720.0;PL-2782S;5
275;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Коричневая;кв.м;1400.00;1350.00;86.270000;0.7000;15;ТУ 23.61.11-001-50829991-2023;PL-275;main_tile_40;face_granite_brown;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Коричневая 2 сорт;700.0;675.0;PL-2752S;5
273;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Серая;кв.м;1200.00;1485.00;86.270000;0.7000;15;ТУ 23.61.11-001-50829991-2023;PL-273;main_tile_40;face_granite_grey;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.4 40мм Гранит Серая 2 сорт;600.0;742.5;PL-2732S;5
301;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Белая;кв.м;1550.00;1350.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-301;main_tile_60;face_granite_white;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Белая 2 сорт;775.0;675.0;PL-3012S;5
302;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Желтая;кв.м;1650.00;1440.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-302;main_tile_60;face_granite_yellow;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Желтая 2 сорт;825.0;720.0;PL-3022S;5
299;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Коричневая;кв.м;1500.00;1350.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-299;main_tile_60;face_granite_brown;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Коричневая 2 сорт;750.0;675.0;PL-2992S;5
298;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Красная;кв.м;1500.00;1350.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-298;main_tile_60;face_granite_red;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Красная 2 сорт;750.0;675.0;PL-2982S;5
303;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Оранжевая;кв.м;1550.00;1440.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-303;main_tile_60;face_granite_orange;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Оранжевая 2 сорт;775.0;720.0;PL-3032S;5
297;Плитка гранитная;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Серая;кв.м;1400.00;1485.00;129.460000;0.7000;16;ТУ 23.61.11-001-50829991-2023;PL-297;main_tile_60;face_granite_grey;product;0.00;Тротуарная плитка КЛАССИКО - 2.КО.6 60мм Гранит Серая 2 сорт;700.0;742.5;PL-2972S;5
398;Плитка гранитная;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Желтая;кв.м;2550.00;2295.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-398;main_tile_80;face_granite_yellow;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Желтая 2 сорт;1275.0;1147.5;PL-3982S;5
394;Плитка гранитная;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Красная;кв.м;2400.00;2160.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-394;main_tile_80;face_granite_red;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Красная 2 сорт;1200.0;1080.0;PL-3942S;5
399;Плитка гранитная;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Оранжевая;кв.м;2550.00;2295.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-399;main_tile_80;face_granite_orange;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Оранжевая 2 сорт;1275.0;1147.5;PL-3992S;5
396;Плитка гранитная;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Черная;кв.м;2400.00;2160.00;183.600000;0.6800;17;ТУ 23.61.11-001-50829991-2023;PL-396;main_tile_80;face_granite_black;product;0.00;Тротуарная плитка ПАРКЕТ - 1.ПР.8 80мм Гранит Черная 2 сорт;1200.0;1080.0;PL-3962S;5
421;Плитка гранитная;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Белая;кв.м;2450.00;2205.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-421;main_tile_80;face_granite_white;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Белая 2 сорт;1225.0;1102.5;PL-4212S;5
422;Плитка гранитная;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Желтая;кв.м;2550.00;2295.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-422;main_tile_80;face_granite_yellow;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Желтая 2 сорт;1275.0;1147.5;PL-4222S;5
419;Плитка гранитная;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Коричневая;кв.м;2400.00;2160.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-419;main_tile_80;face_granite_brown;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Коричневая 2 сорт;1200.0;1080.0;PL-4192S;5
418;Плитка гранитная;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Красная;кв.м;2400.00;2160.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-418;main_tile_80;face_granite_red;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Красная 2 сорт;1200.0;1080.0;PL-4182S;5
423;Плитка гранитная;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Оранжевая;кв.м;2550.00;2295.00;216.050000;0.5400;18;ТУ 23.61.11-001-50829991-2023;PL-423;main_tile_80;face_granite_orange;product;0.00;Тротуарная плитка ПЛИТА - 3.П.8 80мм Гранит Оранжевая 2 сорт;1275.0;1147.5;PL-4232S;5
181;Плитка гранитная;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гранит Белая;кв.м;945.00;1350.00;90.280000;0.8000;10;ТУ 23.61.11-001-50829991-2023;PL-181;main_tile_40;face_granite_white;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гранит Белая 2 сорт;472.5;675.0;PL-1812S;5
182;Плитка гранитная;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гранит Желтая;кв.м;1450.00;1485.00;90.280000;0.8000;10;ТУ 23.61.11-001-50829991-2023;PL-182;main_tile_40;face_granite_yellow;product;0.00;Тротуарная плитка ПРЯМОУГОЛЬНИК - 2.П.4 40мм Гранит Желтая 2 сорт;725.0;742.5;PL-1822S;5
